"","year","carrier","salida","llegada","dif"
"1355",2013,"US",13:00:00,13:00:00,0
"1356",2013,"EV",13:00:00,13:00:00,0
"1357",2013,"AA",13:00:00,13:00:00,0
"1358",2013,"AA",12:00:00,12:45:00,45
"1359",2013,"UA",12:00:00,12:49:00,49
"1360",2013,"US",13:00:00,13:00:00,0
"1361",2013,"DL",13:00:00,13:00:00,0
"1362",2013,"EV",12:00:00,12:26:00,26
"1363",2013,"VX",13:00:00,13:00:00,0
"1364",2013,"DL",12:00:00,12:59:00,59
"1365",2013,"DL",13:00:00,13:00:00,0
"1366",2013,"UA",13:00:00,13:04:00,4
"1367",2013,"UA",13:00:00,13:00:00,0
"1368",2013,"UA",13:00:00,13:00:00,0
"1369",2013,"EV",13:00:00,13:10:00,10
"1370",2013,"WN",13:00:00,13:00:00,0
"1371",2013,"EV",13:00:00,13:15:00,15
"1372",2013,"9E",13:00:00,13:15:00,15
"1373",2013,"EV",10:00:00,10:22:00,22
"1374",2013,"YV",11:00:00,11:50:00,50
"1375",2013,"FL",13:00:00,13:10:00,10
"1376",2013,"US",13:00:00,13:15:00,15
"1377",2013,"UA",13:00:00,13:10:00,10
"1378",2013,"US",13:00:00,13:15:00,15
"1379",2013,"UA",13:00:00,13:20:00,20
"1380",2013,"EV",12:00:00,12:57:00,57
"1381",2013,"MQ",13:00:00,13:29:00,29
"1382",2013,"UA",12:00:00,12:59:00,59
"1383",2013,"UA",12:00:00,12:29:00,29
"1384",2013,"EV",13:00:00,13:27:00,27
"1385",2013,"EV",13:00:00,13:11:00,11
"1386",2013,"B6",13:00:00,13:25:00,25
"1387",2013,"B6",13:00:00,13:15:00,15
"1388",2013,"B6",13:00:00,13:30:00,30
"1389",2013,"AA",13:00:00,13:29:00,29
"1390",2013,"DL",13:00:00,13:30:00,30
"1391",2013,"B6",13:00:00,13:25:00,25
"1392",2013,"UA",13:00:00,13:00:00,0
"1393",2013,"B6",13:00:00,13:30:00,30
"1394",2013,"EV",13:00:00,13:40:00,40
"1395",2013,"AA",13:00:00,13:45:00,45
"1396",2013,"DL",13:00:00,13:40:00,40
"1397",2013,"EV",13:00:00,13:46:00,46
"1398",2013,"UA",13:00:00,13:29:00,29
"1399",2013,"UA",13:00:00,13:43:00,43
"1400",2013,"US",13:00:00,13:45:00,45
"1401",2013,"EV",13:00:00,13:50:00,50
"1402",2013,"MQ",13:00:00,13:55:00,55
"1403",2013,"EV",13:00:00,13:50:00,50
"1404",2013,"MQ",13:00:00,13:45:00,45
"1405",2013,"VX",13:00:00,13:00:00,0
"1406",2013,"US",14:00:00,14:00:00,0
"1407",2013,"B6",13:00:00,13:59:00,59
"1408",2013,"B6",14:00:00,14:00:00,0
"1409",2013,"WN",13:00:00,13:55:00,55
"1410",2013,"DL",14:00:00,14:00:00,0
"1411",2013,"US",14:00:00,14:00:00,0
"1412",2013,"UA",13:00:00,13:59:00,59
"1413",2013,"AA",13:00:00,13:59:00,59
"1414",2013,"WN",13:00:00,13:30:00,30
"1415",2013,"DL",13:00:00,13:45:00,45
"1416",2013,"UA",13:00:00,13:55:00,55
"1417",2013,"AA",13:00:00,13:45:00,45
"1418",2013,"B6",14:00:00,14:10:00,10
"1419",2013,"US",13:00:00,13:55:00,55
"1420",2013,"AA",14:00:00,14:15:00,15
"1421",2013,"FL",14:00:00,14:10:00,10
"1422",2013,"UA",13:00:00,13:25:00,25
"1423",2013,"UA",14:00:00,14:17:00,17
"1424",2013,"WN",14:00:00,14:15:00,15
"1425",2013,"DL",14:00:00,14:15:00,15
"1426",2013,"B6",13:00:00,13:29:00,29
"1427",2013,"EV",14:00:00,14:25:00,25
"1428",2013,"UA",14:00:00,14:15:00,15
"1429",2013,"9E",14:00:00,14:30:00,30
"1430",2013,"MQ",14:00:00,14:25:00,25
"1431",2013,"UA",14:00:00,14:29:00,29
"1432",2013,"EV",14:00:00,14:30:00,30
"1433",2013,"UA",14:00:00,14:25:00,25
"1434",2013,"B6",14:00:00,14:36:00,36
"1435",2013,"B6",14:00:00,14:30:00,30
"1436",2013,"UA",14:00:00,14:35:00,35
"1437",2013,"EV",14:00:00,14:36:00,36
"1438",2013,"B6",14:00:00,14:19:00,19
"1439",2013,"MQ",13:00:00,13:55:00,55
"1440",2013,"B6",14:00:00,14:00:00,0
"1441",2013,"B6",14:00:00,14:38:00,38
"1442",2013,"UA",14:00:00,14:30:00,30
"1443",2013,"9E",14:00:00,14:45:00,45
"1444",2013,"B6",14:00:00,14:40:00,40
"1445",2013,"DL",14:00:00,14:40:00,40
"1446",2013,"9E",14:00:00,14:45:00,45
"1447",2013,"B6",14:00:00,14:29:00,29
"1448",2013,"DL",14:00:00,14:35:00,35
"1449",2013,"US",14:00:00,14:50:00,50
"1450",2013,"MQ",14:00:00,14:50:00,50
"1451",2013,"B6",14:00:00,14:46:00,46
"1452",2013,"EV",14:00:00,14:40:00,40
"1453",2013,"9E",14:00:00,14:47:00,47
"1454",2013,"B6",14:00:00,14:45:00,45
"1455",2013,"EV",14:00:00,14:14:00,14
"1456",2013,"DL",14:00:00,14:55:00,55
"1457",2013,"MQ",14:00:00,14:55:00,55
"1458",2013,"MQ",14:00:00,14:55:00,55
"1459",2013,"EV",14:00:00,14:45:00,45
"1460",2013,"AA",14:00:00,14:59:00,59
"1461",2013,"EV",14:00:00,14:52:00,52
"1462",2013,"MQ",14:00:00,14:55:00,55
"1463",2013,"MQ",14:00:00,14:55:00,55
"1464",2013,"AA",15:00:00,15:00:00,0
"1465",2013,"EV",14:00:00,14:56:00,56
"1466",2013,"US",15:00:00,15:00:00,0
"1467",2013,"US",15:00:00,15:00:00,0
"1468",2013,"EV",15:00:00,15:00:00,0
"1469",2013,"UA",14:00:00,14:50:00,50
"1470",2013,"UA",15:00:00,15:00:00,0
"1471",2013,"UA",14:00:00,14:54:00,54
"1472",2013,"DL",14:00:00,14:59:00,59
"1473",2013,"UA",14:00:00,14:55:00,55
"1474",2013,"DL",14:00:00,14:59:00,59
"1475",2013,"9E",14:00:00,14:55:00,55
"1476",2013,"DL",15:00:00,15:00:00,0
"1477",2013,"MQ",15:00:00,15:05:00,5
"1478",2013,"UA",15:00:00,15:00:00,0
"1479",2013,"UA",14:00:00,14:56:00,56
"1480",2013,"US",15:00:00,15:00:00,0
"1481",2013,"9E",14:00:00,14:44:00,44
"1482",2013,"9E",14:00:00,14:56:00,56
"1483",2013,"B6",14:00:00,14:55:00,55
"1484",2013,"UA",15:00:00,15:09:00,9
"1485",2013,"AA",15:00:00,15:10:00,10
"1486",2013,"AA",15:00:00,15:05:00,5
"1487",2013,"EV",14:00:00,14:30:00,30
"1488",2013,"UA",15:00:00,15:10:00,10
"1489",2013,"AA",15:00:00,15:15:00,15
"1490",2013,"MQ",15:00:00,15:20:00,20
"1491",2013,"MQ",15:00:00,15:10:00,10
"1492",2013,"EV",15:00:00,15:15:00,15
"1493",2013,"AA",15:00:00,15:20:00,20
"1494",2013,"EV",15:00:00,15:05:00,5
"1495",2013,"UA",15:00:00,15:00:00,0
"1496",2013,"AA",15:00:00,15:05:00,5
"1497",2013,"EV",14:00:00,14:50:00,50
"1498",2013,"UA",15:00:00,15:30:00,30
"1499",2013,"EV",15:00:00,15:25:00,25
"1500",2013,"B6",15:00:00,15:29:00,29
"1501",2013,"AA",15:00:00,15:30:00,30
"1502",2013,"UA",14:00:00,14:52:00,52
"1503",2013,"UA",15:00:00,15:21:00,21
"1504",2013,"DL",15:00:00,15:30:00,30
"1505",2013,"DL",15:00:00,15:30:00,30
"1506",2013,"UA",15:00:00,15:29:00,29
"1507",2013,"US",15:00:00,15:35:00,35
"1508",2013,"UA",15:00:00,15:21:00,21
"1509",2013,"AA",14:00:00,14:20:00,20
"1510",2013,"B6",15:00:00,15:30:00,30
"1511",2013,"AA",15:00:00,15:45:00,45
"1512",2013,"EV",15:00:00,15:07:00,7
"1513",2013,"UA",15:00:00,15:35:00,35
"1514",2013,"US",15:00:00,15:45:00,45
"1515",2013,"DL",15:00:00,15:48:00,48
"1516",2013,"DL",15:00:00,15:45:00,45
"1517",2013,"DL",15:00:00,15:45:00,45
"1518",2013,"UA",15:00:00,15:45:00,45
"1519",2013,"WN",15:00:00,15:30:00,30
"1520",2013,"WN",15:00:00,15:55:00,55
"1521",2013,"B6",16:00:00,16:00:00,0
"1522",2013,"DL",15:00:00,15:55:00,55
"1523",2013,"9E",16:00:00,16:00:00,0
"1524",2013,"9E",16:00:00,16:00:00,0
"1525",2013,"MQ",15:00:00,15:50:00,50
"1526",2013,"DL",15:00:00,15:55:00,55
"1527",2013,"MQ",15:00:00,15:55:00,55
"1528",2013,"B6",16:00:00,16:00:00,0
"1529",2013,"MQ",15:00:00,15:55:00,55
"1530",2013,"9E",15:00:00,15:49:00,49
"1531",2013,"EV",15:00:00,15:55:00,55
"1532",2013,"DL",16:00:00,16:00:00,0
"1533",2013,"UA",16:00:00,16:00:00,0
"1534",2013,"UA",15:00:00,15:29:00,29
"1535",2013,"DL",16:00:00,16:00:00,0
"1536",2013,"DL",16:00:00,16:00:00,0
"1537",2013,"UA",15:00:00,15:59:00,59
"1538",2013,"UA",15:00:00,15:59:00,59
"1539",2013,"MQ",16:00:00,16:00:00,0
"1540",2013,"AA",16:00:00,16:00:00,0
"1541",2013,"EV",15:00:00,15:48:00,48
"1542",2013,"EV",15:00:00,15:15:00,15
"1543",2013,"9E",16:00:00,16:00:00,0
"1544",2013,"9E",16:00:00,16:15:00,15
"1545",2013,"B6",15:00:00,15:35:00,35
"1546",2013,"MQ",16:00:00,16:15:00,15
"1547",2013,"B6",16:00:00,16:11:00,11
"1548",2013,"DL",16:00:00,16:20:00,20
"1549",2013,"AA",16:00:00,16:20:00,20
"1550",2013,"DL",16:00:00,16:25:00,25
"1551",2013,"B6",15:00:00,15:59:00,59
"1552",2013,"DL",16:00:00,16:15:00,15
"1553",2013,"EV",16:00:00,16:23:00,23
"1554",2013,"US",16:00:00,16:00:00,0
"1555",2013,"UA",16:00:00,16:29:00,29
"1556",2013,"UA",16:00:00,16:20:00,20
"1557",2013,"DL",16:00:00,16:29:00,29
"1558",2013,"EV",16:00:00,16:38:00,38
"1559",2013,"EV",15:00:00,15:45:00,45
"1560",2013,"MQ",16:00:00,16:35:00,35
"1561",2013,"DL",16:00:00,16:25:00,25
"1562",2013,"B6",16:00:00,16:30:00,30
"1563",2013,"AA",16:00:00,16:20:00,20
"1564",2013,"AA",16:00:00,16:30:00,30
"1565",2013,"EV",16:00:00,16:32:00,32
"1566",2013,"DL",16:00:00,16:45:00,45
"1567",2013,"9E",16:00:00,16:20:00,20
"1568",2013,"VX",16:00:00,16:30:00,30
"1569",2013,"B6",16:00:00,16:29:00,29
"1570",2013,"B6",16:00:00,16:50:00,50
"1571",2013,"B6",16:00:00,16:13:00,13
"1572",2013,"US",16:00:00,16:00:00,0
"1573",2013,"MQ",15:00:00,15:10:00,10
"1574",2013,"UA",16:00:00,16:48:00,48
"1575",2013,"AA",16:00:00,16:55:00,55
"1576",2013,"B6",16:00:00,16:35:00,35
"1577",2013,"AA",17:00:00,17:00:00,0
"1578",2013,"B6",16:00:00,16:50:00,50
"1579",2013,"MQ",16:00:00,16:45:00,45
"1580",2013,"EV",16:00:00,16:49:00,49
"1581",2013,"AA",17:00:00,17:00:00,0
"1582",2013,"B6",17:00:00,17:00:00,0
"1583",2013,"DL",16:00:00,16:59:00,59
"1584",2013,"AA",16:00:00,16:05:00,5
"1585",2013,"WN",16:00:00,16:55:00,55
"1586",2013,"DL",17:00:00,17:00:00,0
"1587",2013,"DL",17:00:00,17:00:00,0
"1588",2013,"AA",17:00:00,17:00:00,0
"1589",2013,"UA",17:00:00,17:04:00,4
"1590",2013,"UA",17:00:00,17:00:00,0
"1591",2013,"MQ",16:00:00,16:55:00,55
"1592",2013,"US",17:00:00,17:00:00,0
"1593",2013,"AA",16:00:00,16:15:00,15
"1594",2013,"B6",16:00:00,16:59:00,59
"1595",2013,"YV",16:00:00,16:35:00,35
"1596",2013,"UA",17:00:00,17:00:00,0
"1597",2013,"MQ",16:00:00,16:00:00,0
"1598",2013,"UA",16:00:00,16:54:00,54
"1599",2013,"MQ",17:00:00,17:10:00,10
"1600",2013,"UA",16:00:00,16:59:00,59
"1601",2013,"VX",16:00:00,16:55:00,55
"1602",2013,"AA",17:00:00,17:15:00,15
"1603",2013,"UA",17:00:00,17:10:00,10
"1604",2013,"US",17:00:00,17:10:00,10
"1605",2013,"UA",17:00:00,17:12:00,12
"1606",2013,"EV",15:00:00,15:29:00,29
"1607",2013,"9E",16:00:00,16:50:00,50
"1608",2013,"DL",16:00:00,16:45:00,45
"1609",2013,"B6",17:00:00,17:08:00,8
"1610",2013,"EV",16:00:00,16:56:00,56
"1611",2013,"B6",17:00:00,17:21:00,21
"1612",2013,"DL",17:00:00,17:20:00,20
"1613",2013,"EV",16:00:00,16:12:00,12
"1614",2013,"MQ",17:00:00,17:20:00,20
"1615",2013,"F9",17:00:00,17:29:00,29
"1616",2013,"UA",17:00:00,17:25:00,25
"1617",2013,"AA",17:00:00,17:20:00,20
"1618",2013,"US",17:00:00,17:30:00,30
"1619",2013,"B6",17:00:00,17:30:00,30
"1620",2013,"UA",17:00:00,17:29:00,29
"1621",2013,"US",17:00:00,17:00:00,0
"1622",2013,"EV",15:00:00,15:28:00,28
"1623",2013,"VX",17:00:00,17:25:00,25
"1624",2013,"EV",17:00:00,17:30:00,30
"1625",2013,"AA",17:00:00,17:35:00,35
"1626",2013,"VX",17:00:00,17:29:00,29
"1627",2013,"B6",17:00:00,17:30:00,30
"1628",2013,"EV",16:00:00,16:42:00,42
"1629",2013,"B6",17:00:00,17:40:00,40
"1630",2013,"WN",15:00:00,15:45:00,45
"1631",2013,"AA",17:00:00,17:00:00,0
"1632",2013,"AA",15:00:00,15:30:00,30
"1633",2013,"UA",17:00:00,17:34:00,34
"1634",2013,"WN",17:00:00,17:40:00,40
"1635",2013,"B6",17:00:00,17:40:00,40
"1636",2013,"MQ",17:00:00,17:55:00,55
"1637",2013,"AA",17:00:00,17:55:00,55
"1638",2013,"MQ",17:00:00,17:55:00,55
"1639",2013,"US",18:00:00,18:00:00,0
"1640",2013,"B6",17:00:00,17:59:00,59
"1641",2013,"UA",17:00:00,17:59:00,59
"1642",2013,"US",18:00:00,18:00:00,0
"1643",2013,"DL",17:00:00,17:59:00,59
"1644",2013,"EV",17:00:00,17:17:00,17
"1645",2013,"EV",17:00:00,17:16:00,16
"1646",2013,"DL",18:00:00,18:00:00,0
"1647",2013,"UA",17:00:00,17:23:00,23
"1648",2013,"AA",17:00:00,17:40:00,40
"1649",2013,"UA",18:00:00,18:03:00,3
"1650",2013,"AA",18:00:00,18:15:00,15
"1651",2013,"MQ",18:00:00,18:10:00,10
"1652",2013,"B6",18:00:00,18:10:00,10
"1653",2013,"UA",17:00:00,17:20:00,20
"1654",2013,"B6",17:00:00,17:06:00,6
"1655",2013,"DL",18:00:00,18:15:00,15
"1656",2013,"UA",18:00:00,18:05:00,5
"1657",2013,"9E",18:00:00,18:20:00,20
"1658",2013,"WN",18:00:00,18:00:00,0
"1659",2013,"EV",17:00:00,17:40:00,40
"1660",2013,"WN",17:00:00,17:30:00,30
"1661",2013,"UA",18:00:00,18:15:00,15
"1662",2013,"DL",18:00:00,18:20:00,20
"1663",2013,"AA",17:00:00,17:15:00,15
"1664",2013,"AA",18:00:00,18:05:00,5
"1665",2013,"9E",18:00:00,18:20:00,20
"1666",2013,"B6",17:00:00,17:30:00,30
"1667",2013,"WN",17:00:00,17:15:00,15
"1668",2013,"9E",18:00:00,18:34:00,34
"1669",2013,"DL",18:00:00,18:15:00,15
"1670",2013,"EV",18:00:00,18:30:00,30
"1671",2013,"9E",18:00:00,18:15:00,15
"1672",2013,"UA",18:00:00,18:20:00,20
"1673",2013,"B6",18:00:00,18:30:00,30
"1674",2013,"MQ",18:00:00,18:29:00,29
"1675",2013,"UA",18:00:00,18:29:00,29
"1676",2013,"DL",18:00:00,18:30:00,30
"1677",2013,"DL",18:00:00,18:25:00,25
"1678",2013,"FL",17:00:00,17:38:00,38
"1679",2013,"UA",18:00:00,18:30:00,30
"1680",2013,"UA",18:00:00,18:30:00,30
"1681",2013,"US",18:00:00,18:29:00,29
"1682",2013,"DL",18:00:00,18:30:00,30
"1683",2013,"US",18:00:00,18:30:00,30
"1684",2013,"B6",18:00:00,18:30:00,30
"1685",2013,"DL",18:00:00,18:35:00,35
"1686",2013,"B6",18:00:00,18:37:00,37
"1687",2013,"9E",17:00:00,17:36:00,36
"1688",2013,"UA",18:00:00,18:03:00,3
"1689",2013,"AS",18:00:00,18:35:00,35
"1690",2013,"B6",18:00:00,18:30:00,30
"1691",2013,"MQ",18:00:00,18:29:00,29
"1692",2013,"DL",18:00:00,18:04:00,4
"1693",2013,"EV",17:00:00,17:45:00,45
"1694",2013,"UA",18:00:00,18:03:00,3
"1695",2013,"EV",18:00:00,18:15:00,15
"1696",2013,"AA",18:00:00,18:50:00,50
"1697",2013,"B6",18:00:00,18:49:00,49
"1698",2013,"VX",18:00:00,18:50:00,50
"1699",2013,"9E",18:00:00,18:45:00,45
"1700",2013,"UA",18:00:00,18:59:00,59
"1701",2013,"US",19:00:00,19:00:00,0
"1702",2013,"DL",18:00:00,18:55:00,55
"1703",2013,"DL",19:00:00,19:00:00,0
"1704",2013,"DL",18:00:00,18:35:00,35
"1705",2013,"DL",19:00:00,19:00:00,0
"1706",2013,"AA",19:00:00,19:05:00,5
"1707",2013,"WN",18:00:00,18:15:00,15
"1708",2013,"EV",17:00:00,17:10:00,10
"1709",2013,"MQ",19:00:00,19:00:00,0
"1710",2013,"UA",19:00:00,19:01:00,1
"1711",2013,"US",19:00:00,19:00:00,0
"1712",2013,"WN",18:00:00,18:30:00,30
"1713",2013,"DL",19:00:00,19:00:00,0
"1714",2013,"UA",19:00:00,19:01:00,1
"1715",2013,"DL",19:00:00,19:00:00,0
"1716",2013,"US",18:00:00,18:55:00,55
"1717",2013,"DL",19:00:00,19:05:00,5
"1718",2013,"AA",18:00:00,18:45:00,45
"1719",2013,"AA",18:00:00,18:55:00,55
"1720",2013,"DL",19:00:00,19:05:00,5
"1721",2013,"9E",19:00:00,19:15:00,15
"1722",2013,"B6",18:00:00,18:58:00,58
"1723",2013,"EV",18:00:00,18:30:00,30
"1724",2013,"EV",17:00:00,17:28:00,28
"1725",2013,"AA",19:00:00,19:10:00,10
"1726",2013,"B6",19:00:00,19:20:00,20
"1727",2013,"DL",19:00:00,19:25:00,25
"1728",2013,"EV",19:00:00,19:11:00,11
"1729",2013,"MQ",18:00:00,18:50:00,50
"1730",2013,"DL",19:00:00,19:25:00,25
"1731",2013,"EV",17:00:00,17:41:00,41
"1732",2013,"EV",19:00:00,19:30:00,30
"1733",2013,"9E",19:00:00,19:25:00,25
"1734",2013,"B6",18:00:00,18:55:00,55
"1735",2013,"DL",19:00:00,19:10:00,10
"1736",2013,"9E",18:00:00,18:59:00,59
"1737",2013,"AA",19:00:00,19:30:00,30
"1738",2013,"B6",19:00:00,19:32:00,32
"1739",2013,"MQ",18:00:00,18:30:00,30
"1740",2013,"DL",19:00:00,19:29:00,29
"1741",2013,"B6",19:00:00,19:30:00,30
"1742",2013,"MQ",19:00:00,19:30:00,30
"1743",2013,"EV",19:00:00,19:34:00,34
"1744",2013,"FL",18:00:00,18:59:00,59
"1745",2013,"AA",19:00:00,19:35:00,35
"1746",2013,"UA",19:00:00,19:30:00,30
"1747",2013,"B6",19:00:00,19:30:00,30
"1748",2013,"EV",19:00:00,19:34:00,34
"1749",2013,"WN",19:00:00,19:05:00,5
"1750",2013,"EV",19:00:00,19:40:00,40
"1751",2013,"EV",19:00:00,19:45:00,45
"1752",2013,"B6",19:00:00,19:30:00,30
"1753",2013,"DL",19:00:00,19:35:00,35
"1754",2013,"9E",19:00:00,19:35:00,35
"1755",2013,"MQ",19:00:00,19:50:00,50
"1756",2013,"9E",18:00:00,18:59:00,59
"1757",2013,"DL",19:00:00,19:30:00,30
"1758",2013,"DL",19:00:00,19:10:00,10
"1759",2013,"9E",19:00:00,19:45:00,45
"1760",2013,"9E",20:00:00,20:00:00,0
"1761",2013,"US",20:00:00,20:00:00,0
"1762",2013,"B6",20:00:00,20:00:00,0
"1763",2013,"B6",20:00:00,20:03:00,3
"1764",2013,"EV",20:00:00,20:07:00,7
"1765",2013,"UA",20:00:00,20:00:00,0
"1766",2013,"VX",20:00:00,20:00:00,0
"1767",2013,"B6",20:00:00,20:10:00,10
"1768",2013,"9E",20:00:00,20:18:00,18
"1769",2013,"B6",20:00:00,20:01:00,1
"1770",2013,"MQ",19:00:00,19:40:00,40
"1771",2013,"AA",19:00:00,19:40:00,40
"1772",2013,"MQ",19:00:00,19:50:00,50
"1773",2013,"UA",20:00:00,20:09:00,9
"1774",2013,"B6",20:00:00,20:19:00,19
"1775",2013,"UA",20:00:00,20:22:00,22
"1776",2013,"B6",20:00:00,20:18:00,18
"1777",2013,"AA",20:00:00,20:25:00,25
"1778",2013,"EV",19:00:00,19:32:00,32
"1779",2013,"EV",19:00:00,19:07:00,7
"1780",2013,"FL",20:00:00,20:30:00,30
"1781",2013,"UA",19:00:00,19:34:00,34
"1782",2013,"UA",20:00:00,20:29:00,29
"1783",2013,"EV",19:00:00,19:55:00,55
"1784",2013,"UA",20:00:00,20:28:00,28
"1785",2013,"B6",20:00:00,20:40:00,40
"1786",2013,"B6",20:00:00,20:45:00,45
"1787",2013,"DL",20:00:00,20:25:00,25
"1788",2013,"DL",20:00:00,20:50:00,50
"1789",2013,"EV",20:00:00,20:30:00,30
"1790",2013,"US",21:00:00,21:00:00,0
"1791",2013,"EV",19:00:00,19:30:00,30
"1792",2013,"B6",21:00:00,21:00:00,0
"1793",2013,"MQ",21:00:00,21:00:00,0
"1794",2013,"UA",20:00:00,20:35:00,35
"1795",2013,"EV",20:00:00,20:16:00,16
"1796",2013,"EV",18:00:00,18:45:00,45
"1797",2013,"AA",20:00:00,20:45:00,45
"1798",2013,"MQ",20:00:00,20:15:00,15
"1799",2013,"MQ",21:00:00,21:00:00,0
"1800",2013,"DL",20:00:00,20:59:00,59
"1801",2013,"DL",21:00:00,21:00:00,0
"1802",2013,"B6",21:00:00,21:00:00,0
"1803",2013,"EV",20:00:00,20:03:00,3
"1804",2013,"9E",20:00:00,20:35:00,35
"1805",2013,"9E",20:00:00,20:40:00,40
"1806",2013,"EV",18:00:00,18:40:00,40
"1807",2013,"9E",19:00:00,19:00:00,0
"1808",2013,"WN",20:00:00,20:30:00,30
"1809",2013,"US",21:00:00,21:00:00,0
"1810",2013,"B6",21:00:00,21:06:00,6
"1811",2013,"EV",20:00:00,20:19:00,19
"1812",2013,"B6",20:00:00,20:39:00,39
"1813",2013,"EV",21:00:00,21:10:00,10
"1814",2013,"B6",21:00:00,21:16:00,16
"1815",2013,"MQ",21:00:00,21:40:00,40
"1816",2013,"EV",21:00:00,21:29:00,29
"1817",2013,"AA",21:00:00,21:40:00,40
"1818",2013,"B6",21:00:00,21:39:00,39
"1819",2013,"EV",20:00:00,20:57:00,57
"1820",2013,"B6",21:00:00,21:29:00,29
"1821",2013,"B6",21:00:00,21:30:00,30
"1822",2013,"B6",21:00:00,21:30:00,30
"1823",2013,"B6",21:00:00,21:06:00,6
"1824",2013,"B6",21:00:00,21:50:00,50
"1825",2013,"MQ",21:00:00,21:40:00,40
"1826",2013,"EV",21:00:00,21:10:00,10
"1827",2013,"UA",20:00:00,20:59:00,59
"1828",2013,"EV",21:00:00,21:59:00,59
"1829",2013,"9E",21:00:00,21:59:00,59
"1830",2013,"EV",21:00:00,21:59:00,59
"1831",2013,"EV",21:00:00,21:24:00,24
"1832",2013,"MQ",21:00:00,21:10:00,10
"1833",2013,"EV",21:00:00,21:59:00,59
"1834",2013,"B6",22:00:00,22:45:00,45
"1835",2013,"AA",19:00:00,19:10:00,10
"1836",2013,"B6",22:00:00,22:45:00,45
"1837",2013,"B6",22:00:00,22:45:00,45
"1838",2013,"B6",22:00:00,22:50:00,50
"1839",2013,"WN",20:00:00,20:30:00,30
"1840",2013,"B6",22:00:00,22:50:00,50
"1841",2013,"B6",22:00:00,22:55:00,55
"1842",2013,"EV",20:00:00,20:59:00,59
"1843",2013,"B6",23:00:00,23:59:00,59
"1844",2013,"B6",23:00:00,23:59:00,59
"1845",2013,"B6",23:00:00,23:59:00,59
"1846",2013,"MQ",16:00:00,16:25:00,25
"1847",2013,"MQ",20:00:00,20:05:00,5
"1848",2013,"US",20:00:00,20:00:00,0
"1849",2013,"EV",16:00:00,16:55:00,55
"1850",2013,"B6",10:00:00,10:59:00,59
"1851",2013,"B6",23:00:00,23:59:00,59
"1852",2013,"DL",23:00:00,23:59:00,59
"1853",2013,"B6",22:00:00,22:45:00,45
"1854",2013,"US",05:00:00,05:00:00,0
"1855",2013,"UA",05:00:00,05:15:00,15
"1856",2013,"UA",05:00:00,05:51:00,51
"1857",2013,"AA",06:00:00,06:00:00,0
"1858",2013,"EV",06:00:00,06:00:00,0
"1859",2013,"DL",06:00:00,06:00:00,0
"1860",2013,"B6",05:00:00,05:50:00,50
"1861",2013,"B6",06:00:00,06:00:00,0
"1862",2013,"DL",06:00:00,06:00:00,0
"1863",2013,"UA",05:00:00,05:51:00,51
"1864",2013,"B6",06:00:00,06:00:00,0
"1865",2013,"DL",06:00:00,06:05:00,5
"1866",2013,"EV",06:00:00,06:03:00,3
"1867",2013,"AA",06:00:00,06:00:00,0
"1868",2013,"B6",06:00:00,06:00:00,0
"1869",2013,"AA",05:00:00,05:40:00,40
"1870",2013,"DL",06:00:00,06:05:00,5
"1871",2013,"EV",06:00:00,06:05:00,5
"1872",2013,"B6",06:00:00,06:11:00,11
"1873",2013,"WN",06:00:00,06:00:00,0
"1874",2013,"US",06:00:00,06:15:00,15
"1875",2013,"AA",06:00:00,06:10:00,10
"1876",2013,"DL",06:00:00,06:15:00,15
"1877",2013,"EV",06:00:00,06:14:00,14
"1878",2013,"DL",06:00:00,06:15:00,15
"1879",2013,"B6",06:00:00,06:11:00,11
"1880",2013,"B6",06:00:00,06:30:00,30
"1881",2013,"B6",06:00:00,06:00:00,0
"1882",2013,"MQ",06:00:00,06:30:00,30
"1883",2013,"WN",06:00:00,06:15:00,15
"1884",2013,"B6",06:00:00,06:25:00,25
"1885",2013,"US",06:00:00,06:25:00,25
"1886",2013,"9E",06:00:00,06:20:00,20
"1887",2013,"B6",06:00:00,06:30:00,30
"1888",2013,"AA",06:00:00,06:30:00,30
"1889",2013,"WN",06:00:00,06:25:00,25
"1890",2013,"EV",06:00:00,06:30:00,30
"1891",2013,"B6",06:00:00,06:35:00,35
"1892",2013,"UA",06:00:00,06:27:00,27
"1893",2013,"US",06:00:00,06:30:00,30
"1894",2013,"US",06:00:00,06:30:00,30
"1895",2013,"UA",06:00:00,06:30:00,30
"1896",2013,"US",06:00:00,06:30:00,30
"1897",2013,"UA",06:00:00,06:31:00,31
"1898",2013,"US",06:00:00,06:15:00,15
"1899",2013,"UA",06:00:00,06:40:00,40
"1900",2013,"UA",06:00:00,06:24:00,24
"1901",2013,"AA",06:00:00,06:00:00,0
"1902",2013,"UA",06:00:00,06:35:00,35
"1903",2013,"EV",06:00:00,06:45:00,45
"1904",2013,"UA",06:00:00,06:10:00,10
"1905",2013,"B6",06:00:00,06:45:00,45
"1906",2013,"DL",06:00:00,06:30:00,30
"1907",2013,"DL",06:00:00,06:56:00,56
"1908",2013,"AA",07:00:00,07:00:00,0
"1909",2013,"AA",06:00:00,06:55:00,55
"1910",2013,"DL",07:00:00,07:00:00,0
"1911",2013,"B6",06:00:00,06:59:00,59
"1912",2013,"DL",06:00:00,06:55:00,55
